trip_id,arrival_time,departure_time,stop_id,stop_sequence
43,10:52:01,10:52:01,13,6
43,10:56:55,10:56:55,12,7
43,10:59:31,10:59:31,11,8
43,11:02:24,11:02:24,10,9
43,11:04:11,11:04:11,9,10
43,11:05:46,11:05:46,8,11
43,11:08:02,11:08:02,7,12
43,11:10:20,11:10:20,6,13
43,11:12:14,11:12:14,5,14
43,11:14:43,11:14:43,4,15
43,11:21:00,11:21:00,3,16
43,11:28:20,11:28:20,2,17
43,11:31:56,11:31:56,1,18
43,11:33:54,11:33:54,0,19
44,09:48:00,09:48:00,18,1
44,10:21:33,10:21:33,17,2
44,10:50:14,10:50:14,16,3
44,10:51:39,10:51:39,15,4
44,10:57:25,10:57:25,14,5
44,11:00:01,11:00:01,13,6
44,11:04:55,11:04:55,12,7
44,11:07:31,11:07:31,11,8
44,11:10:24,11:10:24,10,9
44,11:12:11,11:12:11,9,10
44,11:13:46,11:13:46,8,11
44,11:16:02,11:16:02,7,12
44,11:18:20,11:18:20,6,13
44,11:20:14,11:20:14,5,14
44,11:22:43,11:22:43,4,15
44,11:29:00,11:29:00,3,16
44,11:36:20,11:36:20,2,17
44,11:39:56,11:39:56,1,18
44,11:41:54,11:41:54,0,19
