h_geocode,gravity
245100401001003,45377.42590111281
245100401001005,46503.01707707594
245100401001006,47681.09067128097
245100401001007,45688.278698430106
245100401001008,45935.1162634763
245100401001010,55911.19061801102
245100401001011,55369.3235556907
245100401001013,57312.7211115527
245100401001015,63592.68639396802
245100401002000,61757.22403944413
245100401002002,55556.89698358622
245100401002003,53978.0305628511
245100401002004,54317.762052660124
245100401002005,52229.45026325603
245100401002006,52243.32787779221
245100401003001,49721.94531772296
245100401003002,51177.952773891244
245100401003003,45245.07076652629
245100401003005,51733.51628891622
245100401003008,56309.46455764136
245100401003011,49707.8582428355
245100401003013,57379.92451506921
245100401003016,50085.67090900934
245100401003017,47697.179082178525
245100401003020,44529.996345097024
245100401003021,47886.32466724945
245100401003023,50884.970125675325
245100401003024,47416.227189824625
245100401003025,58611.493348715434
245100401003030,59533.686537020214
245100401003033,54397.51390547346
245100401003035,53394.44159589687
245100401003036,54822.616586477496
245100401003037,55743.53194638883
245100401003038,58672.90734072593
245100401003040,65369.138849903145
245100401003041,67600.85595685916
245100401003042,67214.68500338991
245100401003044,61973.72871056784
245100401003045,57129.649047051586
245100401003048,63403.78999789327
245100401003050,68563.60335104735
245100401003051,68154.97246933437
245100401003053,66973.37294614114
245100401003055,67431.72957189669
245100401003056,65937.75255468213
245100401003057,54085.76620595928
245100401003065,64068.3714578851
245100401003068,66985.65802894626
245100401003069,52075.56676525609
245100401003070,49912.733008683004
245100401003075,59943.16486224423
245100401004001,41339.50078704975
245100401004002,42193.749319072
245100401004003,39510.295989790684
245100401004004,41038.961726403795
245100401004005,34812.69629199238
245100401004007,44758.31424608576
245100401004009,42053.53089552494
245100401004010,46487.6934005011
245100401004012,45106.17248053377
245100401004013,43928.76804932649
245100401004015,36212.99495877966
245100401004016,46962.42651229547
245100401004018,45907.2303951671
245100401004019,52634.51938741894
245100401004022,55128.8677207718
245100401004026,54395.23801694823
245100401004029,54244.565645161
245100401004031,54700.29763075093
245100402001000,33625.556336310074
245100402001002,35559.98015280054
245100402001003,36513.12036025833
245100402001004,38949.51082883912
245100402001011,31172.94035721736
245100402001014,38661.67682337039
245100402001016,46036.136983187025
245100402001017,51491.124938390436
245100402001019,44911.2983603
245100402001029,48725.11619271473
245100402001030,50275.398249181104
245100402001036,34636.46944103539
245100601001000,7101.251717382631
245100601001001,7360.599496830617
245100601001002,6640.339964015102
245100601001003,7468.701365252901
245100601001004,8576.426864156658
245100601001006,8042.159340077229
245100601001007,9603.260587118588
245100601002000,8576.698877972522
245100601002001,9587.769592148497
245100601002002,8544.01499975675
245100601002003,7873.9307837737315
245100601002004,5957.229879110909
245100601002005,6414.111762196775
245100601002006,7154.267604904013
245100601002007,6422.893991647679
245100601003000,9156.216764983941
245100601003001,9424.163473405702
245100601003002,8675.936841771014
245100601003003,6425.947868950718
245100601003004,7163.319732044391
245100601003005,6948.368246023942
245100601004000,7653.763399348874
245100601004001,7474.706100818657
245100601004002,7318.029300457018
245100601004003,9507.466736872788
245100601004004,9096.427036762889
245100601004005,9206.677395249382
245100602001000,10869.654343508922
245100602001001,12277.65960702392
245100602001002,12406.291858514902
245100602001003,9369.979229478937
245100602001004,9336.15718922216
245100602001005,8134.7606410563385
245100602002000,10487.9907658804
245100602002001,11450.254462052199
245100602002002,11682.191989693329
245100602002003,11125.083734823731
245100602002004,12762.375481401814
245100602002005,14121.228522241605
245100602002006,14146.986457334853
245100602002007,12537.812392502203
245100602002008,10369.678697512572
245100602002009,11172.208563383087
245100602003000,8630.076492827699
245100602003001,10007.024006524452
245100602003002,10294.627753855555
245100602003003,12435.237045459238
245100602003004,12325.260668442781
245100602003005,11205.21641529409
245100602004000,7859.037785637911
245100602004001,8171.519180398864
245100602004002,8339.277745514428
245100602004003,8415.526224589754
245100602004005,10811.471678892322
245100602004006,9552.601060704848
245100602004008,9468.45158382305
245100602004009,9845.478979897824
245100602004010,9958.826146800915
245100602004011,7712.362611395462
245100602004012,8199.991529422849
245100602004013,7104.351387304503
245100603001000,12397.718357071266
245100603001001,14101.169220237727
245100603001002,14348.754924796951
245100603001003,14834.152369519008
245100603001004,15338.795199548282
245100603001005,17263.209757342393
245100603001006,19012.611610349
245100603001007,20330.762929171902
245100603001008,18632.711262434685
245100603001009,16199.642437026374
245100603001010,17630.472660351028
245100603001011,17036.449998869663
245100603001012,15486.206374669106
245100603001013,14300.039833119972
245100603001014,12974.868693081207
245100603001015,19806.288961287937
245100603001016,22813.498867438386
245100603001017,24404.323204500248
245100603001018,22043.887637997148
245100603001019,18646.054847075
245100603002000,15127.948851541812
245100603002001,16892.050549739157
245100603002002,19042.242120996998
245100603002003,19219.281597268255
245100603002004,19426.864824381963
245100603002005,21196.366290335383
245100603002006,23476.64056221755
245100603002007,21081.65064214627
245100603002008,20213.607556013027
245100603002009,16156.92806355282
245100603002010,15174.946297581448
245100603002011,14574.473847761383
245100603002012,15150.55832628515
245100603002013,13642.581670166526
245100603002014,12155.173354132352
245100603002015,15140.87451585099
245100603002016,16452.278831370568
245100603002017,18659.79615600527
245100603002018,17103.61402320505
245100604001000,42068.48981503592
245100604001002,27600.143000180527
245100604001003,31828.606639230806
245100604001007,32697.445342996754
245100604001009,23312.354498601628
245100604001010,19772.235572959
245100604001011,25863.87342058499
245100604001012,30747.59342897159
245100604001013,33138.465571249806
245100604001014,31285.832010200385
245100604001016,22509.91136781493
245100604002000,21972.4236021724
245100604002001,24246.638491928352
245100604002004,24325.65892265719
245100604002005,21874.92564974374
245100604002006,19766.740359370076
245100604002007,20114.97334073542
245100604002008,22118.55011764781
245100604002009,19649.775815326877
245100604002010,29537.062839813763
245100604002011,26391.518698436907
245100604002012,26529.14380861868
245100604002013,23972.182526865356
245100604002014,21718.80177110673
245100604002016,24454.183771242682
245100604002017,17526.70580050308
245100604002018,18882.88107782271
245100604002019,17687.840160478452
245100604002020,19555.533826492647
245100701001000,8048.640095549101
245100701001002,5624.652699138665
245100701001003,5537.353381351027
245100701001004,7672.399335702746
245100701001005,8198.617801973553
245100701001006,8499.038355632907
245100701001007,9532.367551398427
245100701001008,8042.999066942142
245100701001009,6451.128513295886
245100701001010,7427.642672091119
245100701001011,8008.157985583488
245100701002000,6830.232532012322
245100701002001,6496.600793358661
245100701002002,6319.531340421331
245100701002003,6343.083045170928
245100701002004,7376.97872980486
245100701002005,7674.7952369322065
245100701002006,6411.975428726377
245100701002007,7203.543063167366
245100701002008,6899.873848841289
245100701002009,7155.934485891151
245100701002010,7317.66697973413
245100701002011,6916.674496443523
245100701002012,6191.854055182193
245100701002013,6076.210153981989
245100701002014,6268.631270083853
245100701002015,6312.099226320102
245100702001000,9050.604064272127
245100702001001,10043.573913353204
245100702001002,9218.42533876812
245100702001003,8927.590703476624
245100702001004,9101.601868031394
245100702001005,9392.757617246427
245100702001006,10210.095067323706
245100702001007,9192.382982335494
245100702002000,8071.494677184557
245100702002001,8459.793875182324
245100702002002,8177.854292069189
245100702002003,8117.958479955651
245100702002004,8129.181505544602
245100702002005,7948.301072535806
245100702002006,8203.277068934836
245100702002007,7550.000059567097
245100702003000,9883.393398873133
245100702003002,10886.923191975317
245100702003003,9658.245363666341
245100702003004,11129.745607332396
245100702003005,10500.870910318827
245100702003006,9951.47120444922
245100702003007,9508.773771853295
245100702004002,7992.306409244287
245100702004004,10311.994989141316
245100702004005,10214.056449583442
245100702004006,10291.594021601548
245100702004007,8731.152052670765
245100702004008,7111.362150875968
245100702004009,7159.020892402699
245100702004010,7246.6535818165685
245100702004011,6873.379099998283
245100702004012,12502.355762860298
245100702004013,11719.573690947207
245100702004014,10890.150303130777
245100702004015,10368.422567241545
245100702004016,10776.090281422901
245100702004017,11378.767869773998
245100702004018,11912.369830498348
245100702004019,12792.493706017165
245100703001000,12033.33580715546
245100703001001,13487.78307382454
245100703001005,15361.54112777573
245100703001006,17111.258902023197
245100703001007,18261.148363729728
245100703001008,16299.957869350335
245100703001009,17196.31081817511
245100703001011,19997.645348551538
245100703001012,18832.285329314214
245100703001013,17377.507612332207
245100703001014,17976.44529247284
245100703001015,15143.29596132696
245100703001016,15108.599129677958
245100703001017,13740.954600217487
245100703001018,14757.250816169832
245100703001019,14101.377971757165
245100703001020,12449.156773781484
245100703001024,17067.08787936267
245100703001026,17928.051016560465
245100703001027,17321.478700132502
245100703001028,15063.896289456068
245100703001029,13095.337186857538
245100703001030,12909.34559577726
245100703001031,12066.616714855176
245100703001032,12189.731104900558
245100703001033,13563.821690037787
245100704001000,25701.95159281615
245100704001002,27146.87482581562
245100704001003,33214.678699143566
245100704001004,34656.20191641603
245100704001006,31095.15120073744
245100704002002,19681.80454273233
245100704002003,20741.71078577562
245100704002005,20701.580184818868
245100704002006,23440.65602464961
245100704002009,30349.09887268146
245100704002012,25152.989677519134
245100704002014,23015.442388908057
245100704002015,21701.245448691
245100801011001,362.5843026151224
245100801011002,321.0571508623565
245100801011003,332.6221502603458
245100801011004,359.0255220411235
245100801011005,700.0972270388162
245100801011006,393.33050650070345
245100801011007,407.78614332449956
245100801011008,442.03368110836584
245100801011009,1085.7889934216319
245100801011010,596.8126554064434
245100801011011,550.1410128651424
245100801011012,422.24067697063833
245100801011013,357.6556624797516
245100801011014,367.3738877673505
245100801011015,1855.701722948591
245100801011016,2822.313747155099
245100801011017,721.1080650779987
245100801011018,876.0419974924077
245100801011019,1535.6332695145304
245100801011020,2149.374355366075
245100801011021,364.8217707655359
245100801011026,1398.487119742672
245100801012000,483.53049930677196
245100801012001,346.3012461969058
245100801012002,570.9524319503204
245100801012003,570.9524319503204
245100801012004,678.5619743316419
245100801012005,382.43680016602764
245100801012006,654.7133841930256
245100801012007,1533.792040876372
245100801012008,776.5074667048478
245100801012009,737.4916441585364
245100801012010,430.7471089906111
245100801012011,683.6929995381101
245100801012012,1214.1468371241335
245100801012013,1436.7282184277296
245100801013000,1244.860649115445
245100801013001,1257.4905309727392
245100801013002,1278.5910028732783
245100801013003,1343.4306090921536
245100801013004,1319.2413216581626
245100801013005,1838.9067677332885
245100801013006,1907.2730481628068
245100801013007,2319.8763501446792
245100801013008,2324.806872514657
245100801013009,2681.937528849673
245100801013010,2879.796646546466
245100801013011,2071.721340878646
245100801014000,1455.9486429980238
245100801014001,1962.1679155690956
245100801014002,1536.8810467054466
245100801014003,1790.5627595353758
245100801014004,1950.8590029508227
245100801014005,3077.3967997748205
245100801014006,2488.844672271891
245100801014007,2715.132144308493
245100801014008,3158.9743803552096
245100801014009,2676.44058674172
245100801021000,3126.399887632385
245100801021001,3405.4660979950804
245100801021002,2860.5700016502115
245100801021003,2772.6302388124573
245100801021004,3158.4114291031046
245100801021005,2891.0156995565467
245100801021006,3401.633149960573
245100801022000,1392.586079412179
245100801022001,2599.6855270962647
245100801022002,1498.1668949932455
245100801022003,1436.0508164270902
245100801022004,2014.572026146146
245100801022005,1742.7189683415136
245100801022006,2244.880482472086
245100801022008,1867.4259187950472
245100801022009,2255.1043714557372
245100801022010,2312.1572160739747
245100801022011,2400.0291393025345
245100801022012,2138.1416391301386
245100801022013,1844.922487191538
245100802001006,3556.6274265898046
245100802001007,3684.0892930023265
245100802001008,4254.720753008607
245100802001009,4766.5216423254315
245100802001010,4749.355538172024
245100802001011,4983.375172976943
245100802001012,4903.9564055857345
245100802001013,5876.724230798158
245100802001014,5433.969675481449
245100802002000,3353.939972517832
245100802002001,1201.1378093509645
245100802002002,2457.3206790557306
245100802002003,4280.750152392351
245100802002005,4536.320491734543
245100802002006,4455.985789629667
245100802002007,3555.0711744848086
245100802002008,3637.475613158307
245100802002010,3896.344076080094
245100802002011,4271.54701638242
245100802002012,5228.079419657375
245100802002013,4221.272506390327
245100802002014,3960.47263155204
245100802002015,4281.826869731509
245100802002016,4294.237245244978
245100802002017,4041.308004828559
245100802002018,3764.705103277649
245100803011000,4407.1930162827475
245100803011001,4912.493241946533
245100803011002,6302.327711268889
245100803011004,6702.755500205425
245100803011005,4872.694607105199
245100803011006,4541.5360143002
245100803011007,5721.143650731078
245100803011008,7095.2285699201875
245100803011009,7095.285771988636
245100803011011,6845.570385353085
245100803011012,6374.871935653011
245100803011013,4468.987757383642
245100803011014,4573.40715130071
245100803011015,4546.125121595629
245100803012000,3233.7131669220944
245100803012001,3559.998610330124
245100803012002,3939.407325713186
245100803012003,4325.116576549807
245100803012004,4581.069822435609
245100803012005,4759.742331028139
245100803012006,3703.7956455129142
245100803012007,3833.5419017528666
245100803012008,3556.753452739209
245100803012009,3739.2962305423853
245100803012010,3746.257241128629
245100803012011,4606.92021016696
245100803012012,5294.49986463074
245100803012013,5285.208658925131
245100803012014,6020.106601188647
245100803012015,6441.286231378377
245100803012016,5384.817951315973
245100803012017,5203.530163321144
245100803012018,5923.514692703535
245100803012019,5974.223036267942
245100803012020,5288.314401927052
245100803012021,5311.136944382963
245100803021000,5301.552133787871
245100803021001,5713.880060001684
245100803021002,6126.387575982525
245100803021003,5151.020571685727
245100803021004,4678.090636957895
245100803021005,4238.997353769494
245100803021006,3981.1284494520814
245100803021007,3978.253017638215
245100803021008,3894.505379940293
245100803022000,3759.318292125404
245100803022001,3828.540669058584
245100803022002,3212.129236631667
245100803022003,2800.208683450557
245100803022004,3371.522505342601
245100803022005,4361.331777239939
245100803022006,4616.6331755451
245100803022007,4616.061726631855
245100803022008,4394.350883637394
245100803022009,5294.244487747202
245100803022010,5431.905304291093
245100803022011,6019.27734528537
245100803022012,5325.418959823607
245100803022013,5270.731998103545
245100803022014,5514.725697284806
245100803022015,4344.682669216042
245100803022016,5598.008184893484
245100803023000,5288.573001749737
245100803023001,4969.80358737808
245100803023002,4693.674720431749
245100803023003,3995.4616522349543
245100803023004,5273.424342334064
245100803023005,4805.556482042548
245100803023006,4738.6011352653295
245100803023007,4298.179625537898
245100803023008,4186.982565560371
245100803023009,4312.10086127495
245100803023010,4488.033980692674
245100803023011,5347.1965442277115
245100803023012,5714.3460587137415
245100803023013,5714.3460587137415
245100803023014,5370.052965978814
245100803023015,5909.450526142
245100803023016,5582.352440583492
245100803023017,3736.5970584252536
245100803023018,3629.1863135888943
245100804001000,4788.633944432726
245100804001001,4665.717141625121
245100804001002,4779.149684256428
245100804001003,4942.405516575328
245100804001004,5679.438549279271
245100804001005,5913.1043249378945
245100804001007,5049.082961638835
245100804001008,5391.937674531519
245100804001009,6691.003885498226
245100804001010,6197.716926286343
245100804001011,5527.823245956337
245100804001012,6569.046831523634
245100804001013,6365.768552000858
245100804002000,7088.028951990527
245100804002001,7262.462250734259
245100804002002,5489.430199213719
245100804002003,7038.530420452882
245100804002005,8216.267088892982
245100804002006,9673.947874676142
245100804002007,8443.353697072716
245100804002009,10769.25487307302
245100804002010,10004.01142263001
245100804002011,9276.737612528304
245100804002012,10094.8107869693
245100804002013,9474.071466236623
245100805001000,4293.784351451617
245100805001001,5182.239173927514
245100805001002,6343.822058911104
245100805002000,4297.193376505286
245100805002001,8710.584627644963
245100805002002,7300.692147048087
245100805002003,4266.189229187841
245100805003000,3528.832088103294
245100805003001,3905.2997390559085
245100805003002,3741.7982733274284
245100805003003,4458.280770730518
245100805003006,3753.32206002156
245100805003007,4320.252784253964
245100805003008,4275.114433511529
245100805003009,4310.125784189686
245100806001000,4564.225865602668
245100806001001,4508.592718266938
245100806001002,4499.4812819607305
245100806001003,4755.254630007923
245100806001004,4739.312511799837
245100806001005,4925.6114402491985
245100806001006,5497.800326972187
245100806001007,5509.52715019113
245100806001008,5488.161937728814
245100806001009,5378.662198395061
245100806001010,5438.8693070163445
245100806001011,4947.28275083625
245100806002002,6820.868353509944
245100806002003,5077.027426908699
245100806002004,4722.208856898784
245100806002005,4181.842305362539
245100806002006,3954.04815585719
245100806002007,4965.100740491153
245100806002008,4378.9525628415195
245100806002009,4159.2915019319535
245100806002010,4513.2935222291835
245100806003000,4443.320207678558
245100806003001,4488.871736886691
245100806003002,4316.906720497023
245100806003003,4469.421988447886
245100806003004,4737.2263199094
245100806003005,4666.839285725392
245100806004000,4275.600851848541
245100806004001,4855.691394037267
245100806004002,4618.448342026229
245100806004003,4288.871739007925
245100806004005,5581.20800290368
245100806004006,5568.227998960066
245100806004007,5474.432313111223
245100806004008,5448.883967138448
245100806004009,5873.355489258942
245100807001001,6242.207631057442
245100807001002,6362.2373640680635
245100807001003,6206.1525906971165
245100807001004,6207.998777892017
245100807001005,5918.710858277958
245100807001006,5711.279007400161
245100807001007,6656.279464005995
245100807001008,6757.94807346914
245100807001009,6611.195610457593
245100807001010,6712.725165948006
245100807001011,6826.573255603402
245100807001012,9776.443028842768
245100807001013,8510.190584852571
245100807001014,7321.265245690072
245100807001015,7872.574436569571
245100807001016,7598.8751009725165
245100807001017,6467.424138240396
245100807001019,7803.619801533558
245100807001021,7277.623204622314
245100807001022,6323.099299415132
245100807001023,6408.5657282305265
245100807001024,8191.7933000904195
245100807001027,12025.994692561955
245100807001028,10865.780485955405
245100807001029,12886.084085129456
245100807001031,15427.019937108751
245100807001032,6012.107789202664
245100807001033,6048.877300776281
245100808001000,5754.743104068053
245100808001002,10133.709441505773
245100808001003,10843.40050876711
245100808001004,11192.09873772091
245100808001006,10587.408891391064
245100808001010,12176.58266896645
245100808001011,14323.294355056241
245100808001013,9771.935671756895
