trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
3249569,07:48:43,07:48:43,12613,1,,0,1,,1
3249569,07:57:01,07:57:01,12376,2,,0,0,0.0461,0
3249569,07:57:50,07:57:50,2420,3,,0,0,0.3248,0
3249569,07:58:13,07:58:13,2422,4,,0,0,0.6625,0
3249569,07:59:45,07:59:45,14158,5,,0,0,0.8878,0
3249569,08:00:41,08:00:41,2425,6,,0,0,1.3396,0
3249569,08:01:21,08:01:21,2427,7,,0,0,1.565,0
3249569,08:01:58,08:01:58,10439,8,,0,0,1.8705,0
3249569,08:02:35,08:02:35,12405,9,,0,0,2.1241,0
3249569,08:03:03,08:03:03,8601,10,,0,0,2.3715,0
3249569,08:04:15,08:04:15,2444,11,,0,0,2.6891,1
3249569,08:05:26,08:05:26,2445,12,,0,0,2.8985,0
3249569,08:06:26,08:06:26,13589,13,,0,0,3.3173,0
3249569,08:07:13,08:07:13,2450,14,,0,0,3.6238,0
3249569,08:08:42,08:08:42,8355,15,,0,0,4.0485,0
3249569,08:09:18,08:09:18,967,16,,0,0,4.2189,0
3249569,08:09:34,08:09:34,8566,17,,0,0,4.3681,0
3249569,08:10:19,08:10:19,10573,18,,0,0,4.4863,1
3249569,08:10:40,08:10:40,2472,19,,0,0,4.6386,0
3249569,08:11:12,08:11:12,2473,20,,0,0,4.7929,0
3249569,08:11:45,08:11:45,2474,21,,0,0,4.927,0
3249569,08:12:45,08:12:45,2475,22,,0,0,5.2354,0
3249569,08:12:59,08:12:59,2476,23,,0,0,5.3807,0
3249569,08:13:22,08:13:22,2478,24,,0,0,5.616,0
3249569,08:13:43,08:13:43,2440,25,,0,0,5.8945,0
3249569,08:14:14,08:14:14,2481,26,,0,0,6.1971,0
3249569,08:15:38,08:15:38,3409,27,,0,0,6.84,0
3249569,08:16:16,08:16:16,13839,28,,0,0,7.2267,0
3249569,08:16:33,08:16:33,13840,29,,0,0,7.4344,0
3249569,08:17:01,08:17:01,13841,30,,0,0,7.7833,1
3249569,08:17:23,08:17:23,13843,31,,0,0,8.0224,0
3249569,08:18:32,08:18:32,13844,32,,0,0,8.4241,0
3249569,08:20:43,08:20:43,13846,33,,0,0,9.0751,0
3249569,08:20:57,08:20:57,13847,34,,0,0,9.1923,0
3249569,08:21:58,08:21:58,5013,35,,0,0,9.6904,0
3249569,08:22:39,08:22:39,10508,36,,0,0,9.918,0
