trip_id,arrival_time,departure_time,stop_id,stop_sequence
44,10:03:52,10:03:52,11,7
44,10:06:45,10:06:45,10,8
44,10:08:32,10:08:32,9,9
44,10:10:07,10:10:07,8,10
44,10:12:23,10:12:23,7,11
44,10:14:41,10:14:41,6,12
44,10:16:35,10:16:35,5,13
44,10:19:04,10:19:04,4,14
44,10:25:21,10:25:21,3,15
44,10:30:19,10:30:19,17,16
44,10:32:42,10:32:42,2,17
44,10:36:17,10:36:17,1,18
44,10:38:15,10:38:15,0,19
